# Observation File: water_balance.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [d]
# -----------------------------------------------------------------------------
# Observation Name: net runoff [mol d^-1]
# Region: surface domain outlet
# Reduction: extensive integral
# Variable: surface-water_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: surface water content [mol]
# Region: surface domain
# Reduction: extensive integral
# Variable: surface-water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: subsurface water content [mol]
# Region: computational domain
# Reduction: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: max ponded depth [m]
# Region: surface domain
# Reduction: maximum
# Variable: surface-ponded_depth
# Number of Vectors: 1
# =============================================================================
"time [d]","net runoff [mol d^-1]","surface water content [mol]","subsurface water content [mol]","max ponded depth [m]"
6.895061078790e+02,3.834659747951e+09,4.667197238949e+11,9.236571041524e+12,1.750647139940e+01
6.909298442992e+02,4.793154580934e+09,4.667845473585e+11,9.236538282659e+12,1.750647139940e+01
6.927095148245e+02,5.991175127174e+09,4.668655485435e+11,9.236497625937e+12,1.750647139940e+01
6.940442677185e+02,4.493233445964e+09,4.669262761541e+11,9.236467303183e+12,1.750647139940e+01
6.950453323890e+02,3.369839107273e+09,4.669718125502e+11,9.236444654852e+12,1.750647139940e+01
6.960463970595e+02,3.369762775793e+09,4.670173412881e+11,9.236422100401e+12,1.750647139940e+01
6.970474617300e+02,3.369676516637e+09,4.670628573874e+11,9.236399633849e+12,1.750647139940e+01
6.977982602328e+02,2.527210623087e+09,4.670969961038e+11,9.236382833866e+12,1.750647139940e+01
6.987367583614e+02,3.158938140467e+09,4.671396687560e+11,9.236361911314e+12,1.750647139940e+01
6.999098810221e+02,3.948553831182e+09,4.671930025454e+11,9.236335877775e+12,1.750647139940e+01
7.017428851795e+02,6.169332044938e+09,4.672763262771e+11,9.236295487140e+12,1.750647139940e+01
7.035758893369e+02,6.169051883980e+09,4.673596381208e+11,9.236255378179e+12,1.750647139940e+01
7.058671445336e+02,7.710887216262e+09,4.674637603612e+11,9.236205676961e+12,1.750647139940e+01
7.087312135295e+02,9.638011718047e+09,4.675938775323e+11,9.236144219122e+12,1.750647139940e+01
7.115952825254e+02,9.637434674430e+09,4.677239155936e+11,9.236083427708e+12,1.750647139940e+01
7.137433342723e+02,7.227753287818e+09,4.678213917546e+11,9.236038204964e+12,1.750647139940e+01
7.158913860192e+02,7.227435138276e+09,4.679188195063e+11,9.235993349033e+12,1.750647139940e+01
7.180394377661e+02,7.227113936893e+09,4.680162081312e+11,9.235948855830e+12,1.750647139941e+01
7.201874895131e+02,7.226801678542e+09,4.681135453848e+11,9.235904722445e+12,1.750647139940e+01
7.223355412600e+02,7.226489533213e+09,4.682108448866e+11,9.235860945429e+12,1.750647139940e+01
7.250206059436e+02,9.032627152827e+09,4.683323984302e+11,9.235806775433e+12,1.750647139941e+01
7.270344044564e+02,6.774209067611e+09,4.684235197153e+11,9.235766455458e+12,1.750647139940e+01
7.290482029691e+02,6.773946394069e+09,4.685146025845e+11,9.235726440408e+12,1.750647139940e+01
7.315654511101e+02,8.467018384387e+09,4.686284047567e+11,9.235676893590e+12,1.750647139940e+01
7.340826992510e+02,8.466608395487e+09,4.687421395683e+11,9.235627814634e+12,1.750647139940e+01
7.365999473919e+02,8.466208100964e+09,4.688558139524e+11,9.235579199122e+12,1.750647139940e+01
7.391171955328e+02,8.465810245187e+09,4.689694282995e+11,9.235531042442e+12,1.750647139940e+01
7.410051316385e+02,6.349133077634e+09,4.690546063401e+11,9.235495180878e+12,1.750647139941e+01
7.424210837178e+02,4.761726038794e+09,4.691184720928e+11,9.235468427783e+12,1.750647139940e+01
7.441910238169e+02,5.951966868476e+09,4.691982679593e+11,9.235435208487e+12,1.750647139940e+01
7.455184788912e+02,4.463866314498e+09,4.692581011946e+11,9.235410420409e+12,1.750647139941e+01
7.468459339655e+02,4.463760154748e+09,4.693179189379e+11,9.235385757644e+12,1.750647139940e+01
7.485052528084e+02,5.579532812475e+09,4.693926492254e+11,9.235355123390e+12,1.750647139940e+01
7.501645716513e+02,5.579364955477e+09,4.694673656231e+11,9.235324681546e+12,1.750647139940e+01
7.522387202049e+02,6.973946683440e+09,4.695607199226e+11,9.235286926963e+12,1.750647139937e+01
7.537943316201e+02,5.230314040495e+09,4.696307356472e+11,9.235258624899e+12,1.750647139935e+01
7.557388458892e+02,6.537671158478e+09,4.697181947020e+11,9.235223695910e+12,1.750647139941e+01
7.576833601582e+02,6.537449770752e+09,4.698056537568e+11,9.235188787157e+12,1.750647139946e+01
7.601140029945e+02,8.171468170094e+09,4.699148796788e+11,9.235145838781e+12,1.750647139941e+01
7.619369851217e+02,6.128416755243e+09,4.699967671081e+11,9.235113846886e+12,1.750647139941e+01
7.637599672489e+02,6.128226587239e+09,4.700786223074e+11,9.235082076847e+12,1.750647139941e+01
7.655829493761e+02,6.128035027862e+09,4.701604450858e+11,9.235050532138e+12,1.750647139940e+01
7.678616770351e+02,7.659744345699e+09,4.702626708982e+11,9.235011451702e+12,1.750647139941e+01
7.695707227793e+02,5.744638712801e+09,4.703393144569e+11,9.234982336157e+12,1.750647139941e+01
7.712797685236e+02,5.744474042071e+09,4.704159326717e+11,9.234953413795e+12,1.750647139940e+01
7.729888142678e+02,5.744307964339e+09,4.704925249090e+11,9.234924682648e+12,1.750647139940e+01
7.746978600121e+02,5.744141889429e+09,4.705691171463e+11,9.234895959988e+12,1.750647139940e+01
7.763000903973e+02,5.384993810262e+09,4.706408722742e+11,9.234869368353e+12,1.750647139940e+01
7.779023207826e+02,5.384853933719e+09,4.707126061430e+11,9.234842939655e+12,1.750647139941e+01
7.795045511678e+02,5.384717530295e+09,4.707843126923e+11,9.234816672351e+12,1.750647139940e+01
7.804058057595e+02,3.028860452399e+09,4.708246476262e+11,9.234801900981e+12,1.750647139940e+01
7.813070603512e+02,3.028826310447e+09,4.708544273066e+11,9.234797747503e+12,1.750647139955e+01
7.818140160590e+02,1.703708064016e+09,4.708770461699e+11,9.234789564153e+12,1.750647139939e+01
7.821942328399e+02,1.277780062643e+09,4.708939988057e+11,9.234783435551e+12,1.750647139941e+01
7.825744496208e+02,1.277783533353e+09,4.709108760366e+11,9.234777315896e+12,1.750647139940e+01
7.829546664016e+02,1.277796000965e+09,4.709277992457e+11,9.234771204017e+12,1.750647139941e+01
7.833348831825e+02,1.277823081495e+09,4.709446389080e+11,9.234765098909e+12,1.750647139940e+01
7.838101541586e+02,1.597379424669e+09,4.709656435219e+11,9.234757477374e+12,1.750647139941e+01
7.842854251347e+02,1.597577661223e+09,4.709864027696e+11,9.234749865581e+12,1.750647139941e+01
7.847606961108e+02,1.597904989275e+09,4.710068460490e+11,9.234742263802e+12,1.750647139940e+01
7.852359670869e+02,1.598392558784e+09,4.710268054449e+11,9.234734672346e+12,1.750647139941e+01
7.857112380630e+02,1.599044430276e+09,4.710461691157e+11,9.234727091434e+12,1.750647139940e+01
7.861865090391e+02,1.599842534836e+09,4.710646984510e+11,9.234719521156e+12,1.750647139941e+01
7.866617800151e+02,1.600746826316e+09,4.710822827757e+11,9.234711961452e+12,1.750647139942e+01
7.871370509912e+02,1.601698566406e+09,4.710988958989e+11,9.234704412208e+12,1.750647139940e+01
7.876123219673e+02,1.602638255985e+09,4.711145589982e+11,9.234696873271e+12,1.750647139940e+01
7.880875929434e+02,1.603518155013e+09,4.711293622500e+11,9.234689344601e+12,1.750647139941e+01
7.886816816635e+02,2.005570059092e+09,4.711466641382e+11,9.234679949698e+12,1.750647139938e+01
7.892757703836e+02,2.006496032029e+09,4.711629322434e+11,9.234670570793e+12,1.750647139941e+01
7.900183812838e+02,2.509143891794e+09,4.711823300323e+11,9.234658872872e+12,1.750647139940e+01
7.907609921839e+02,2.509831097389e+09,4.712010117031e+11,9.234647201292e+12,1.750647139940e+01
7.916892558091e+02,3.137878886237e+09,4.712236577089e+11,9.234632654058e+12,1.750647139940e+01
7.926175194343e+02,3.138199719956e+09,4.712460133530e+11,9.234618150223e+12,1.750647139940e+01
7.935457830595e+02,3.138352036815e+09,4.712681459593e+11,9.234603690427e+12,1.750647139940e+01
7.947061125909e+02,3.923019378031e+09,4.712956844254e+11,9.234585685554e+12,1.750647139940e+01
7.961565245053e+02,4.903758031419e+09,4.713299985731e+11,9.234563291479e+12,1.750647139940e+01
7.984227931214e+02,7.661907162266e+09,4.713835173013e+11,9.234528576930e+12,1.750647139940e+01
8.006890617376e+02,7.661653182859e+09,4.714369875844e+11,9.234494138031e+12,1.750647139940e+01
8.023887631997e+02,5.746090621044e+09,4.714770755550e+11,9.234468463461e+12,1.750647139940e+01
8.045133900273e+02,7.182391512044e+09,4.715271660712e+11,9.234436610261e+12,1.750647139940e+01
8.066380168550e+02,7.182172418071e+09,4.715772279908e+11,9.234404995366e+12,1.750647139941e+01
8.082314869757e+02,5.386509112609e+09,4.716147692621e+11,9.234381417294e+12,1.750647139941e+01
8.102233246266e+02,6.732948285666e+09,4.716616714383e+11,9.234352151058e+12,1.750647139940e+01
8.122151622775e+02,6.732758614057e+09,4.717085581196e+11,9.234323089274e+12,1.750647139940e+01
8.142069999284e+02,6.732574204359e+09,4.717554309293e+11,9.234294229993e+12,1.750647139940e+01
8.166967969921e+02,8.415431471203e+09,4.718139933758e+11,9.234258468436e+12,1.750647139939e+01
8.185641447898e+02,6.311414761748e+09,4.718579020724e+11,9.234231821333e+12,1.750647139940e+01
8.204314925875e+02,6.311257780520e+09,4.719017911783e+11,9.234205346707e+12,1.750647139940e+01
8.222988403853e+02,6.311100675676e+09,4.719456699885e+11,9.234179042817e+12,1.750647139942e+01
8.241661881830e+02,6.310945234809e+09,4.719895291976e+11,9.234152908088e+12,1.750647139940e+01
8.260335359807e+02,6.310792040351e+09,4.720333759994e+11,9.234126940817e+12,1.750647139940e+01
8.279008837785e+02,6.310643218769e+09,4.720772098649e+11,9.234101139415e+12,1.750647139940e+01
8.302350685256e+02,7.888070119614e+09,4.721319746313e+11,9.234069144029e+12,1.750647139937e+01
8.319857070860e+02,5.915922280817e+09,4.721730387577e+11,9.234045290408e+12,1.750647139937e+01
8.341740052865e+02,7.394701236103e+09,4.722243423773e+11,9.234015695473e+12,1.750647139940e+01
8.363623034870e+02,7.394504127887e+09,4.722756280839e+11,9.233986320490e+12,1.750647139941e+01
8.380035271373e+02,5.545768872475e+09,4.723140825349e+11,9.233964411812e+12,1.750647139941e+01
8.400550567002e+02,6.932042956316e+09,4.723621244916e+11,9.233937215212e+12,1.750647139941e+01
8.421065862632e+02,6.931869161581e+09,4.724101550428e+11,9.233910205523e+12,1.750647139940e+01
8.441581158261e+02,6.931701439394e+09,4.724581632473e+11,9.233883380558e+12,1.750647139940e+01
8.462096453891e+02,6.931537130347e+09,4.725061587990e+11,9.233856738181e+12,1.750647139941e+01
8.482611749520e+02,6.931373748152e+09,4.725541349400e+11,9.233830275594e+12,1.750647139941e+01
8.503127045149e+02,6.931212475837e+09,4.726020949615e+11,9.233803991552e+12,1.750647139940e+01
8.523642340779e+02,6.931050417481e+09,4.726500329216e+11,9.233777887522e+12,1.750647139940e+01
8.544157636408e+02,6.930895640263e+09,4.726979506631e+11,9.233751962787e+12,1.750647139940e+01
8.564672932038e+02,6.930740355855e+09,4.727458497462e+11,9.233726214922e+12,1.750647139940e+01
8.590317051574e+02,8.663183299899e+09,4.728056897078e+11,9.233694302144e+12,1.750647139940e+01
8.615961171111e+02,8.662942895651e+09,4.728655031261e+11,9.233662655019e+12,1.750647139940e+01
8.641605290648e+02,8.662708455493e+09,4.729252826236e+11,9.233631270676e+12,1.750647139940e+01
8.660838380300e+02,6.496901832201e+09,4.729701020589e+11,9.233607878839e+12,1.750647139941e+01
8.680071469953e+02,6.496769095842e+09,4.730149118187e+11,9.233584631887e+12,1.750647139941e+01
8.694496287192e+02,4.872507704702e+09,4.730485115554e+11,9.233567277654e+12,1.750647139941e+01
8.712527308742e+02,6.090519497933e+09,4.730904950466e+11,9.233545710503e+12,1.750647139940e+01
8.730558330291e+02,6.090409740079e+09,4.731324662235e+11,9.233524268014e+12,1.750647139940e+01
8.748589351840e+02,6.090299851054e+09,4.731744225378e+11,9.233502949084e+12,1.750647139940e+01
8.766620373389e+02,6.090193241148e+09,4.732163644946e+11,9.233481752657e+12,1.750647139940e+01
8.789159150326e+02,7.612574841218e+09,4.732687692146e+11,9.233455446488e+12,1.750647139940e+01
8.811697927262e+02,7.612412421054e+09,4.733211514558e+11,9.233429327676e+12,1.750647139940e+01
8.834236704199e+02,7.612248590054e+09,4.733735049896e+11,9.233403394762e+12,1.750647139940e+01
8.856775481136e+02,7.612087238170e+09,4.734258388004e+11,9.233377647530e+12,1.750647139941e+01
8.873679563838e+02,5.708975401075e+09,4.734650764477e+11,9.233358440382e+12,1.750647139941e+01
8.894809667216e+02,7.136081267461e+09,4.735140977263e+11,9.233334591537e+12,1.750647139940e+01
8.921222296439e+02,8.919889362810e+09,4.735753419136e+11,9.233305027848e+12,1.750647139941e+01
8.947634925661e+02,8.919678104978e+09,4.736365525862e+11,9.233275708665e+12,1.750647139940e+01
8.967444397578e+02,6.689635586653e+09,4.736824430702e+11,9.233253855497e+12,1.750647139941e+01
8.987253869495e+02,6.689522925821e+09,4.737283166244e+11,9.233232137381e+12,1.750647139940e+01
9.007063341412e+02,6.689409162702e+09,4.737741679080e+11,9.233210553142e+12,1.750647139940e+01
9.026872813329e+02,6.689294270211e+09,4.738200024760e+11,9.233189101549e+12,1.750647139940e+01
9.046682285246e+02,6.689181730420e+09,4.738658188007e+11,9.233167781478e+12,1.750647139940e+01
9.066491757163e+02,6.689068791895e+09,4.739116147025e+11,9.233146593595e+12,1.750647139940e+01
9.086301229080e+02,6.688960775602e+09,4.739573832460e+11,9.233125536773e+12,1.750647139942e+01
9.106110700997e+02,6.688847851008e+09,4.740031378567e+11,9.233104609450e+12,1.750647139940e+01
9.125920172914e+02,6.688737307429e+09,4.740488768691e+11,9.233083810254e+12,1.750647139940e+01
9.145729644830e+02,6.688627487531e+09,4.740945964730e+11,9.233063137809e+12,1.750647139939e+01
9.160586748768e+02,5.016411104130e+09,4.741288804637e+11,9.233047704207e+12,1.750647139940e+01
9.179158128690e+02,6.270419197917e+09,4.741717119510e+11,9.233028521653e+12,1.750647139940e+01
9.197729508612e+02,6.270328639553e+09,4.742145307167e+11,9.233009447537e+12,1.750647139940e+01
9.216300888535e+02,6.270237880305e+09,4.742573339256e+11,9.232990480861e+12,1.750647139940e+01
9.234872268457e+02,6.270147428316e+09,4.743001181614e+11,9.232971620640e+12,1.750647139938e+01
9.248800803398e+02,4.702560534902e+09,4.743321964877e+11,9.232957534950e+12,1.750647139942e+01
9.262729338340e+02,4.702509324955e+09,4.743642673369e+11,9.232943508307e+12,1.750647139941e+01
9.276657873281e+02,4.702460060904e+09,4.743963335032e+11,9.232929540478e+12,1.750647139940e+01
9.294068541958e+02,5.877998438793e+09,4.744363904462e+11,9.232912171994e+12,1.750647139940e+01
9.311479210635e+02,5.877922922259e+09,4.744764411076e+11,9.232894894155e+12,1.750647139943e+01
9.324537212143e+02,4.408401229634e+09,4.745064696222e+11,9.232881986476e+12,1.750647139941e+01
9.337595213651e+02,4.408358066742e+09,4.745364856200e+11,9.232869129202e+12,1.750647139941e+01
9.350653215159e+02,4.408317279035e+09,4.745664998723e+11,9.232856322052e+12,1.750647139930e+01
9.366975717043e+02,5.510329220784e+09,4.746040002703e+11,9.232840390969e+12,1.750647139942e+01
9.379217593457e+02,4.132711063992e+09,4.746321195807e+11,9.232828486213e+12,1.750647139945e+01
9.391459469870e+02,4.132675704745e+09,4.746602312014e+11,9.232816624766e+12,1.750647139940e+01
9.403701346284e+02,4.132639481861e+09,4.746883387643e+11,9.232804806419e+12,1.750647139939e+01
9.415943222697e+02,4.132604092057e+09,4.747164356493e+11,9.232793030922e+12,1.750647139941e+01
9.428185099111e+02,4.132568775352e+09,4.747445159689e+11,9.232781298055e+12,1.750647139940e+01
9.440426975524e+02,4.132533165293e+09,4.747725934526e+11,9.232769607568e+12,1.750647139940e+01
9.455729321041e+02,5.165613054111e+09,4.748076724612e+11,9.232755060243e+12,1.750647139940e+01
9.471031666558e+02,5.165559369633e+09,4.748427538417e+11,9.232740578272e+12,1.750647139940e+01
9.486334012075e+02,5.165504034457e+09,4.748778211755e+11,9.232726161226e+12,1.750647139940e+01
9.501636357592e+02,5.165455550872e+09,4.749128786322e+11,9.232711808694e+12,1.750647139940e+01
9.516938703109e+02,5.165400572541e+09,4.749479179666e+11,9.232697520230e+12,1.750647139940e+01
9.532241048626e+02,5.165347568764e+09,4.749829530442e+11,9.232683295519e+12,1.750647139940e+01
9.547543394142e+02,5.165294933264e+09,4.750179638662e+11,9.232669136499e+12,1.750647139940e+01
9.562845739659e+02,5.165242179015e+09,4.750529734674e+11,9.232655042728e+12,1.750647139940e+01
9.574322498797e+02,3.873901801809e+09,4.750792236709e+11,9.232644508769e+12,1.750647139940e+01
9.585799257935e+02,3.873872440437e+09,4.751054698326e+11,9.232634010941e+12,1.750647139940e+01
9.594406827288e+02,2.905387856127e+09,4.751251543382e+11,9.232626157776e+12,1.750647139940e+01
9.605166288979e+02,3.631708824957e+09,4.751497497148e+11,9.232616372693e+12,1.750647139940e+01
9.618615616094e+02,4.539595823213e+09,4.751804732236e+11,9.232604189974e+12,1.750647139941e+01
9.632064943208e+02,4.539557728665e+09,4.752111954745e+11,9.232592055476e+12,1.750647139940e+01
9.645514270323e+02,4.539519913468e+09,4.752419022600e+11,9.232579968822e+12,1.750647139940e+01
9.658963597437e+02,4.539479123052e+09,4.752726090339e+11,9.232567929623e+12,1.750647139940e+01
9.672412924552e+02,4.539440408188e+09,4.753033080492e+11,9.232555937537e+12,1.750647139940e+01
9.685862251666e+02,4.539413248814e+09,4.753339044092e+11,9.232544074489e+12,1.750647139940e+01
9.695949247002e+02,3.404551988336e+09,4.753566601484e+11,9.232535324712e+12,1.750647139941e+01
9.703514493504e+02,2.553422775793e+09,4.753736221646e+11,9.232528888062e+12,1.750647139940e+01
9.709188428380e+02,1.915081265419e+09,4.753862157265e+11,9.232524150944e+12,1.750647139940e+01
9.714862363257e+02,1.915108058563e+09,4.753986654995e+11,9.232519521416e+12,1.750647139941e+01
9.720536298133e+02,1.915156105109e+09,4.754109856772e+11,9.232515011174e+12,1.750647139941e+01
9.726210233009e+02,1.915232276790e+09,4.754230854839e+11,9.232510624858e+12,1.750647139940e+01
9.731884167886e+02,1.915345300812e+09,4.754349388701e+11,9.232506358777e+12,1.750647139940e+01
9.737558102762e+02,1.915505742187e+09,4.754465198102e+11,9.232502193863e+12,1.750647139938e+01
9.743232037639e+02,1.915725810047e+09,4.754578246925e+11,9.232498107852e+12,1.750647139939e+01
9.748905972515e+02,1.916013567665e+09,4.754687883229e+11,9.232494077772e+12,1.750647139940e+01
9.754579907391e+02,1.916365195549e+09,4.754792839410e+11,9.232490082576e+12,1.750647139940e+01
9.760253842268e+02,1.916800338190e+09,4.754894256463e+11,9.232486104295e+12,1.750647139940e+01
9.765927777144e+02,1.917300104608e+09,4.754990060896e+11,9.232482127868e+12,1.750647139942e+01
9.771601712021e+02,1.917877647989e+09,4.755080603559e+11,9.232478141531e+12,1.750647139938e+01
9.777275646897e+02,1.918515112550e+09,4.755165245920e+11,9.232474135811e+12,1.750647139940e+01
9.782949581773e+02,1.919209378326e+09,4.755243249551e+11,9.232470103184e+12,1.750647139940e+01
9.788623516650e+02,1.919940656358e+09,4.755314294387e+11,9.232466037410e+12,1.750647139941e+01
9.794297451526e+02,1.920688196540e+09,4.755378883928e+11,9.232461889770e+12,1.750647139940e+01
9.799971386403e+02,1.921434486253e+09,4.755437683500e+11,9.232457626540e+12,1.750647139940e+01
9.805645321279e+02,1.922162563890e+09,4.755490200686e+11,9.232453254828e+12,1.750647139941e+01
9.812737739875e+02,2.403764001081e+09,4.755545879242e+11,9.232447658056e+12,1.750647139940e+01
9.818057053821e+02,1.803384259118e+09,4.755583026762e+11,9.232443402281e+12,1.750647139940e+01
9.823376367768e+02,1.803906417778e+09,4.755615369251e+11,9.232439101758e+12,1.750647139940e+01
9.828695681714e+02,1.804384231192e+09,4.755643163568e+11,9.232434767100e+12,1.750647139940e+01
9.835344824148e+02,2.256139017468e+09,4.755671446280e+11,9.232429310540e+12,1.750647139940e+01
9.841993966581e+02,2.256712495041e+09,4.755694580048e+11,9.232423826970e+12,1.750647139942e+01
9.848643109014e+02,2.257205738853e+09,4.755713149240e+11,9.232418324619e+12,1.750647139940e+01
9.856954537056e+02,2.822130161233e+09,4.755730550202e+11,9.232411428476e+12,1.750647139941e+01
9.867343822108e+02,3.528333892404e+09,4.755744204893e+11,9.232402794342e+12,1.750647139940e+01
9.883577080002e+02,5.513951587505e+09,4.755756157233e+11,9.232389302670e+12,1.750647139926e+01
9.899810337895e+02,5.514487735293e+09,4.755763215919e+11,9.232375830667e+12,1.750647139941e+01
9.911985281316e+02,4.136067440736e+09,4.755766608311e+11,9.232365743616e+12,1.750647139940e+01
9.924160224736e+02,4.136188163623e+09,4.755768299288e+11,9.232355677426e+12,1.750647139940e+01
9.939378904012e+02,5.170326392547e+09,4.755769166581e+11,9.232343132609e+12,1.750647139940e+01
9.958402253106e+02,6.462942353861e+09,4.755769027652e+11,9.232327517150e+12,1.750647139940e+01
9.977425602200e+02,6.462944530080e+09,4.755768617943e+11,9.232311971293e+12,1.750647139940e+01
9.995259991976e+02,6.058988894387e+09,4.755767956468e+11,9.232297460324e+12,1.750647139940e+01
1.001309438175e+03,6.058944088515e+09,4.755766858393e+11,9.232283013927e+12,1.750647139940e+01
1.003092877153e+03,6.058885037951e+09,4.755765665114e+11,9.232268632914e+12,1.750647139940e+01
1.004876316130e+03,6.058821391722e+09,4.755764333914e+11,9.232254317564e+12,1.750647139940e+01
1.007105614852e+03,7.573421047050e+09,4.755762564847e+11,9.232236526243e+12,1.750647139940e+01
1.009892238255e+03,9.466585587335e+09,4.755760207134e+11,9.232214447818e+12,1.750647139940e+01
1.014246337321e+03,1.479103989044e+10,4.755756438670e+11,9.232180338388e+12,1.750647139940e+01
1.017511911621e+03,1.109300451180e+10,4.755753754910e+11,9.232154972767e+12,1.750647139940e+01
1.019961092346e+03,8.319598469935e+09,4.755751742091e+11,9.232135953556e+12,1.750647139940e+01
1.022410273071e+03,8.319471722867e+09,4.755749971547e+11,9.232117170378e+12,1.750647139941e+01
1.024859453795e+03,8.319365706181e+09,4.755748297297e+11,9.232098506031e+12,1.750647139940e+01
1.027920929702e+03,1.039905929499e+10,4.755746251921e+11,9.232075358981e+12,1.750647139940e+01
1.031747774584e+03,1.299859575948e+10,4.755743629102e+11,9.232046708084e+12,1.750647139940e+01
1.036232358431e+03,1.523235314854e+10,4.755740421970e+11,9.232013514411e+12,1.750647139940e+01
1.040716942278e+03,1.523193783228e+10,4.755737188918e+11,9.231980697719e+12,1.750647139940e+01
1.045201526124e+03,1.523151618901e+10,4.755733989467e+11,9.231948253733e+12,1.750647139940e+01
1.048564964009e+03,1.142340771464e+10,4.755731652470e+11,9.231924128171e+12,1.750647139940e+01
1.051928401894e+03,1.142319915580e+10,4.755729408881e+11,9.231900206924e+12,1.750647139940e+01
1.055291839779e+03,1.142300377789e+10,4.755727221510e+11,9.231876487262e+12,1.750647139940e+01
1.058655277665e+03,1.142281368252e+10,4.755725069584e+11,9.231852966924e+12,1.750647139940e+01
1.062859575021e+03,1.427821779014e+10,4.755722417746e+11,9.231823873855e+12,1.750647139940e+01
1.068114946716e+03,1.784731148609e+10,4.755719146514e+11,9.231787978053e+12,1.750647139940e+01
1.073370318412e+03,1.784685383487e+10,4.755715892802e+11,9.231752542924e+12,1.750647139940e+01
1.079939533031e+03,2.230785505296e+10,4.755711847401e+11,9.231708959412e+12,1.750647139940e+01
1.086508747650e+03,2.230714784803e+10,4.755707955746e+11,9.231666071827e+12,1.750647139940e+01
1.091435658615e+03,1.672996630886e+10,4.755705048580e+11,9.231634288435e+12,1.750647139940e+01
1.096362569579e+03,1.672958716238e+10,4.755702166913e+11,9.231602887600e+12,1.750647139940e+01
1.101289480544e+03,1.672920694979e+10,4.755699296861e+11,9.231571861663e+12,1.750647139940e+01
1.107448119249e+03,2.091091011265e+10,4.755695772638e+11,9.231533664506e+12,1.750647139939e+01
1.112067098278e+03,1.568285002577e+10,4.755693148268e+11,9.231505341258e+12,1.750647139941e+01
1.117840822065e+03,1.960303495475e+10,4.755689924112e+11,9.231470439907e+12,1.750647139940e+01
1.125057976798e+03,2.450300089411e+10,4.755686001204e+11,9.231427586300e+12,1.750647139940e+01
1.133515580001e+03,2.871345448311e+10,4.755681650856e+11,9.231378408399e+12,1.750647139941e+01
1.139858782403e+03,2.153452350926e+10,4.755678396133e+11,9.231342100752e+12,1.750647139940e+01
1.146201984805e+03,2.153395375487e+10,4.755675154138e+11,9.231306359853e+12,1.750647139940e+01
1.152545187207e+03,2.153337624761e+10,4.755671934992e+11,9.231271179178e+12,1.750647139940e+01
1.160474190210e+03,2.691583107656e+10,4.755668074277e+11,9.231228065054e+12,1.750647139941e+01
1.168403193212e+03,2.691499054214e+10,4.755664318079e+11,9.231185806734e+12,1.750647139940e+01
1.174349945464e+03,2.018577478081e+10,4.755661509526e+11,9.231154587668e+12,1.750647139940e+01
1.181783385779e+03,2.523147033461e+10,4.755658048299e+11,9.231116284533e+12,1.750647139941e+01
1.189216826094e+03,2.523073289326e+10,4.755654644548e+11,9.231078684577e+12,1.750647139941e+01
1.198508626488e+03,3.153734131922e+10,4.755650623794e+11,9.231032749820e+12,1.750647139940e+01
1.205477476783e+03,2.365242748136e+10,4.755647684954e+11,9.230998882680e+12,1.750647139941e+01
1.212446327078e+03,2.365185862196e+10,4.755644785888e+11,9.230965585552e+12,1.750647139940e+01
1.219415177374e+03,2.365128884875e+10,4.755641919554e+11,9.230932844127e+12,1.750647139940e+01
1.228126240243e+03,2.956323124105e+10,4.755638433216e+11,9.230892761369e+12,1.750647139940e+01
1.236837303112e+03,2.956239833011e+10,4.755635084934e+11,9.230853491432e+12,1.750647139940e+01
1.247726131698e+03,3.695179267019e+10,4.755631066242e+11,9.230805614255e+12,1.750647139940e+01
1.261337167431e+03,4.618779789953e+10,4.755626185980e+11,9.230747751089e+12,1.750647139940e+01
1.271545444231e+03,3.463978317357e+10,4.755622596431e+11,9.230705408275e+12,1.750647139941e+01
1.281753721031e+03,3.463877293905e+10,4.755619133381e+11,9.230664074710e+12,1.750647139940e+01
1.289409928631e+03,2.597851552880e+10,4.755616584510e+11,9.230633623835e+12,1.750647139940e+01
1.297066136230e+03,2.597797270558e+10,4.755614102661e+11,9.230603706943e+12,1.750647139940e+01
1.304722343830e+03,2.597744385263e+10,4.755611653213e+11,9.230574309257e+12,1.750647139940e+01
1.314292603330e+03,3.247102392229e+10,4.755608742191e+11,9.230538350317e+12,1.750647139940e+01
1.321470297955e+03,2.435282811359e+10,4.755606566882e+11,9.230511809386e+12,1.750647139940e+01
1.330442416236e+03,3.044037331147e+10,4.755603932750e+11,9.230479296574e+12,1.750647139940e+01
1.339414534517e+03,3.043971743668e+10,4.755601322443e+11,9.230447422364e+12,1.750647139941e+01
1.350629682368e+03,3.804865000695e+10,4.755598173576e+11,9.230408550319e+12,1.750647139939e+01
1.359041043257e+03,2.853593541156e+10,4.755595871943e+11,9.230379928806e+12,1.750647139940e+01
1.366926694089e+03,2.675195888021e+10,4.755593725732e+11,9.230353549422e+12,1.750647139940e+01
1.374812344922e+03,2.675151998186e+10,4.755591709881e+11,9.230327623895e+12,1.750647139940e+01
1.382697995755e+03,2.675108796625e+10,4.755589722422e+11,9.230302136022e+12,1.750647139941e+01
